"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",164,0,"filler_ungram","NULL","Varios de los vecinos estaban viendo por la ventana y cuchicheaban mientras veían cómo ardía el contenedor.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",164,0,"filler_ungram","NULL","NULL","4"
"NULL","6719","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",156,0,"filler_ungram","NULL","Al conserje lo han pillado robando en la oficina del director general cuando no habían nadie alrededor.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",156,0,"filler_ungram","NULL","NULL","3"
"NULL","10034","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",110,0,"filler_gram","NULL","¿Los bebés tienen que dormir más de catorce horas al día o es solo una leyenda urbana?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",110,0,"filler_gram","NULL","NULL","7"
"NULL","7776","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",44,0,"wh_long","14","¿A qué periodista que temen todos los políticos le han dado el programa por su gran profesionalidad?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",44,0,"wh_long","14","NULL","5"
"NULL","9085","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",140,0,"filler_ungram","NULL","¿Es verdad que Yolanda le ha pedido al técnico una cita y ella le ha dado largas?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",140,0,"filler_ungram","NULL","NULL","4"
"NULL","21131","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",154,0,"filler_ungram","NULL","A Vitoria turistas llegan que quieren ver la catedral pero normalmente se quedan a dormir en Bilbao.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",154,0,"filler_ungram","NULL","NULL","4"
"NULL","8618","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",73,0,"local_short","19","A la candidata le han criticado el proyecto que proponen los principales sindicatos antes de poder presentarlo.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",73,0,"local_short","19","NULL","5"
"NULL","13298","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",155,0,"filler_ungram","NULL","Al apagar la luz viera una sombra y me levanté de la cama para ver qué era.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",155,0,"filler_ungram","NULL","NULL","4"
"NULL","5440","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",169,0,"filler_ungram","NULL","Mikel opina que a Laura debe de faltar todavía un poco para defender su tesis doctoral.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",169,0,"filler_ungram","NULL","NULL","2"
"NULL","7325","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",121,0,"filler_gram","NULL","Harry le ha dicho a Ron que después de la comida quiere ir a tomar un helado.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",121,0,"filler_gram","NULL","NULL","7"
"NULL","7167","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",48,0,"wh_long","18","¿A qué administrativa que investga la policía anticorrupción le han dado el contrato para que lo oculte?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",48,0,"wh_long","18","NULL","6"
"NULL","5474","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",128,0,"filler_ungram","NULL","¿A veces piensas que las estrellas que brilla mucho en el cielo por la noche son ovnis?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",128,0,"filler_ungram","NULL","NULL","3"
"NULL","5682","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",139,0,"filler_ungram","NULL","¿Por qué a los italianos da tanto asco que se le ponga piña a la pizza?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",139,0,"filler_ungram","NULL","NULL","2"
"NULL","4913","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",104,0,"filler_gram","NULL","¿A qué ha venido el cliente que se ha ido montando un espectáculo e insultando al encargado?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",104,0,"filler_gram","NULL","NULL","7"
"NULL","8739","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",150,0,"filler_ungram","NULL","¿Es cierto que los manifestantes ha cortado el acceso al palacio de la Moncloa con neumáticos ardiendo?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",150,0,"filler_ungram","NULL","NULL","3"
"NULL","2892","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",77,0,"local_short","23","A la profesora le han lavado la chaqueta que ensuciaron bastante los niños en la tintorería nueva.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",77,0,"local_short","23","NULL","4"
"NULL","8570","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",124,0,"filler_gram","NULL","Los cuadros estaban iluminados por dos lámparas enormes pero aún así no se podían apreciar los detalles.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",124,0,"filler_gram","NULL","NULL","5"
"NULL","15524","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",143,0,"filler_ungram","NULL","¿Hay algo que deban saber los miembros del comité de selección antes de coger una decisión definitiva?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",143,0,"filler_ungram","NULL","NULL","3"
"NULL","6006","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",112,0,"filler_gram","NULL","¿Qué tipo de ropa le gusta ponerse a Julen para pasarse el domingo tirado en el sofá?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",112,0,"filler_gram","NULL","NULL","7"
"NULL","7809","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",11,0,"local_long","5","A la investigadora que premió la Universidad Complutense le han publicado el estudio en una revista importante.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",11,0,"local_long","5","NULL","4"
"NULL","7568","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",138,0,"filler_ungram","NULL","¿Dónde ha puesto al banquero el sobre que le entregó el político ayer cuando visitó la sucursal?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",138,0,"filler_ungram","NULL","NULL","5"
"NULL","8942","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",115,0,"filler_gram","NULL","Al coche de mi hermano le toca pasar la revisión en el taller que recomienda el fabricante.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",115,0,"filler_gram","NULL","NULL","7"
"NULL","8530","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",158,0,"filler_ungram","NULL","A menudo perdemos la noción del tiempo cuando estáis haciendo algo divertido con nuestra pareja o amigos.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",158,0,"filler_ungram","NULL","NULL","2"
"NULL","7938","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",19,0,"local_long","13","A la famosa que admiran todos los adolescentes le han cancelado la serie por no tener audiencia.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",19,0,"local_long","13","NULL","5"
"NULL","10743","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",171,0,"filler_ungram","NULL","Los expertos dicen que los productos de Mercadona fuesen de una calidad similar a los de marca.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",171,0,"filler_ungram","NULL","NULL","1"
"NULL","5268","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",168,0,"filler_ungram","NULL","Idoia ha tenido un bebé y ahora no tiene tiempo para morder con sus compañeros de trabajo.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",168,0,"filler_ungram","NULL","NULL","2"
"NULL","7291","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",153,0,"filler_ungram","NULL","Al hospital faltan recursos y por eso los pacientes que llegan a urgenicas tienen que esperar.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",153,0,"filler_ungram","NULL","NULL","2"
"NULL","5728","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",7,0,"local_long","1","A la abogada que buscaba el secretario judicial le han entregado la documentación para que la archive.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",7,0,"local_long","1","NULL","4"
"NULL","12099","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",111,0,"filler_gram","NULL","¿Quién crees que ha podido llevarse las llaves de la puerta principal del almacén sin darse cuenta?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",111,0,"filler_gram","NULL","NULL","7"
"NULL","5835","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",165,0,"filler_ungram","NULL","El hermano de Diego sospecha que el regalo no es para ella misma porque no es su cumpleaños.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",165,0,"filler_ungram","NULL","NULL","2"
"NULL","7053","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",148,0,"filler_ungram","NULL","¿Por qué Alain insiste en seguir querido ser DJ cuando todos opinan que se le da fatal?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",148,0,"filler_ungram","NULL","NULL","1"
"NULL","5689","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",40,0,"wh_long","10","¿A qué escritora que elogian los críticos literarios le han censurado la novela porque habla de corrupción?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",40,0,"wh_long","10","NULL","4"
"NULL","8523","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",126,0,"filler_gram","NULL","El acusado se negó a responder ninguna pregunta y el juez pidió que se sentara de nuevo.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",126,0,"filler_gram","NULL","NULL","5"
"NULL","10728","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",146,0,"filler_ungram","NULL","¿Cuál de los socios del gimnasio ha oído cómo el monitor insultaba los alumnos en clase?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",146,0,"filler_ungram","NULL","NULL","3"
"NULL","5885","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",98,0,"wh_short","20","¿A qué dependienta le han ofrecido el puesto que quieren todos los trabajdores después de tres años?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",98,0,"wh_short","20","NULL","4"
"NULL","12389","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",147,0,"filler_ungram","NULL","¿Adónde Josu suele ir cuando se va en coche los fines de semana sin avisar a nadie?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",147,0,"filler_ungram","NULL","NULL","6"
"NULL","8064","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",106,0,"filler_gram","NULL","¿A qué protectora de animales ha ido David para adoptar un perro para que le haga compañía?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",106,0,"filler_gram","NULL","NULL","6"
"NULL","5697","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",134,0,"filler_ungram","NULL","¿A Kepa le parece bien que vayamos a cenar con él mismo o prefiere quedarse solo en casa?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",134,0,"filler_ungram","NULL","NULL","2"
"NULL","4493","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",36,0,"wh_long","6","¿A qué ejecutiva que apoya la junta directiva le han rechazado la propuesta en la última votación?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",36,0,"wh_long","6","NULL","5"
"NULL","6305","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",122,0,"filler_gram","NULL","No era la primera vez que estallaba una discusión durante el desayuno por culpa de la guerra.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",122,0,"filler_gram","NULL","NULL","7"
"NULL","6607","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",108,0,"filler_gram","NULL","¿Por qué bastantes adolescentes creen que todas las decisiones que toman sus padres son para hacerles rabiar?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",108,0,"filler_gram","NULL","NULL","5"
"NULL","8074","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",109,0,"filler_gram","NULL","¿Juan piensa que estamos enfadados porque no ha venido a cenar o porque ya no le llamamos?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",109,0,"filler_gram","NULL","NULL","5"
"NULL","9923","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",102,0,"wh_short","24","¿A qué arquitecta le han parado la obra que contrató la promotora inmobiliaria por no tener permiso?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",102,0,"wh_short","24","NULL","4"
"NULL","5411","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",172,0,"filler_ungram","NULL","Ibon ha comprado velas aromáticos para ponerlas alrededor de la bañera y darle una sorpresa a Leire.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",172,0,"filler_ungram","NULL","NULL","2"
"NULL","5749","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",130,0,"filler_ungram","NULL","¿A los pueblos del sur de España hace falta agua procedente de los embalses del norte?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",130,0,"filler_ungram","NULL","NULL","2"
"NULL","5302","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",152,0,"filler_ungram","NULL","Al cocinero han despedido porque los clientes que vinieron ayer han puesto una reclamación contra él.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",152,0,"filler_ungram","NULL","NULL","2"
"NULL","5683","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",23,0,"local_long","17","A la cocinera que elogian los críticos culinarios le han copiado el postre sin que diera permiso.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",23,0,"local_long","17","NULL","4"
"NULL","8752","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",162,0,"filler_ungram","NULL","Parece que la presidenta quieren que los trabajadores que han hecho huelga sea penalizados de alguna manera.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",162,0,"filler_ungram","NULL","NULL","1"
"NULL","3375","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",166,0,"filler_ungram","NULL","La gata de la vecina de debajo tiene la costumbre de esconderse detrás del sofá del portal.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",166,0,"filler_ungram","NULL","NULL","3"
"NULL","6183","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",145,0,"filler_ungram","NULL","¿Qué coche Asier ha visto merodeando por la zona a la misma hora que explotó la bomba?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",145,0,"filler_ungram","NULL","NULL","3"
"NULL","4468","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",65,0,"local_short","11","A la pasajera le han perdido la maleta que retuvo el guarda jurado al llegar al aeropuerto.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",65,0,"local_short","11","NULL","3"
"NULL","6321","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",173,0,"filler_ungram","NULL","Mucha gente opta por regalar ramos de flores como detalle cuando él mismo se va de una empresa.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",173,0,"filler_ungram","NULL","NULL","3"
"NULL","6262","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",107,0,"filler_gram","NULL","¿Para quién has comprado las galletas que están encima de la mesa del comedor en una caja?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",107,0,"filler_gram","NULL","NULL","6"
"NULL","7860","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",149,0,"filler_ungram","NULL","¿Por dónde tienen que ir Andrea si quiere llegar a la plaza de la catedral cuanto antes?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",149,0,"filler_ungram","NULL","NULL","1"
"NULL","4571","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",57,0,"local_short","3","A la diseñadora le han roto el bolso que adoran todas las marcas al coser la cremallera.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",57,0,"local_short","3","NULL","3"
"NULL","3950","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",174,0,"filler_ungram","NULL","Tanto los ancianos como los niños pequeños estoy dentro de la población de riesgo cuando hace calor.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",174,0,"filler_ungram","NULL","NULL","1"
"NULL","5327","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",116,0,"filler_gram","NULL","Al pasar por la casa que queríamos comprar vimos en un cartel que ya se había vendido.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",116,0,"filler_gram","NULL","NULL","7"
"NULL","7306","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",170,0,"filler_ungram","NULL","Skype es un programa de gran utlidad para poder comunicarnos cuando no pudimos tener reuniones en persona.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",170,0,"filler_ungram","NULL","NULL","2"
"NULL","6049","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",32,0,"wh_long","2","¿A qué chica que registró la policía secreta le han confiscado la mochila porque puede ser peligrosa?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",32,0,"wh_long","2","NULL","6"
"NULL","7145","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",161,0,"filler_ungram","NULL","La alcaldesa ha decretado que todos los bares que no tenga licencia tienen que cerrar de noche.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",161,0,"filler_ungram","NULL","NULL","1"
"NULL","4478","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",142,0,"filler_ungram","NULL","¿María le ha preguntado a su madre dónde había ido a recoger la blusa a la lavandería?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",142,0,"filler_ungram","NULL","NULL","1"
"NULL","6144","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",144,0,"filler_ungram","NULL","¿El jefe sería capaz con dejar a su familia y fugarse con el dinero de la empresa?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",144,0,"filler_ungram","NULL","NULL","2"
"NULL","4142","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",52,0,"wh_long","22","¿A qué enfermera que recomendó el equipo médico le han enseñado el calzado para tratar dolores musculares?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",52,0,"wh_long","22","NULL","3"
"NULL","4467","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",133,0,"filler_ungram","NULL","¿A cuántos de los asistentes ha parecido interesante incluir una mesa redonda sobre el maltrato infantil?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",133,0,"filler_ungram","NULL","NULL","4"
"NULL","9507","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",167,0,"filler_ungram","NULL","Luis no sabe si prefierese los yogures de limón o las natillas de vainilla con galleta María.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",167,0,"filler_ungram","NULL","NULL","1"
"NULL","4433","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",151,0,"filler_ungram","NULL","A veces los estudiantes que menos estudian son lo que dan más trabajo en la evaluación final.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",151,0,"filler_ungram","NULL","NULL","3"
"NULL","9315","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",94,0,"wh_short","16","¿A qué modelo le han pospuesto el evento que querían muchas agencias internacionales por el mal tiempo?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",94,0,"wh_short","16","NULL","4"
"NULL","7256","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",118,0,"filler_gram","NULL","A la policía le parece raro que el ministro no quiera presentar su declaración de la renta.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",118,0,"filler_gram","NULL","NULL","7"
"NULL","6343","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",157,0,"filler_ungram","NULL","A Pablo no parece normal que haya que pedir el voto por correo dos meses antes.",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",157,0,"filler_ungram","NULL","NULL","1"
"NULL","4156","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",103,0,"filler_gram","NULL","¿A cuál de los camareros que trabajan en la cervecería han visto borracho por la calle Dato?",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",103,0,"filler_gram","NULL","NULL","5"
"NULL","7040","",NA,NA,"","","",""
"1550858942","845661b29bd302686e29263fa1cf016c","AcceptabilityJudgment",27,0,"local_long","21","A la empresaria que boicotearon las grandes empresas le han enseñado el plan para que lo evalúe.",""
